"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s0196-1152%282011%2919","Volume 19 - Government Secrecy","978-0-85724-389-8","978-0-85724-390-4","Susan Maret","2011","","","Research in Social Problems and Public Policy","0196-1152","Professor Ted I. K. Youn.","Sociology,","0956-6163","Sociology,"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2058-880120186","Leadership and Power in International Development: Navigating the Intersections of Gender, Culture, Context, and Sustainability","978-1-78754-116-0","978-1-78743-880-4","Randal Joy Thompson, Julia Storberg-Walker","2018","","","Building Leadership Bridges","2058-8801","Professor Michael Lounsbury","HR, Learning & Organization Studies","0143-7739","HR, Learning & Organization Studies"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x%282012%2935","Volume 35 - Reinventing Hierarchy and Bureaucracy – from the Bureau to Network Organizations","978-1-78052-782-6","978-1-78052-783-3","Thomas Diefenbach, Rune Todnem By","2012","","Section I: Fundamentals and Historical Accounts of Bureaucracy;Section II: Organisational, Cultural and Socio-Psychological Aspects of Hierarchy;Section III: Alternative Views on, and Alternatives to Hierarchy","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","2531-0488","HR, Learning & Organization Studies,"
"Business, Management & Strategy","https://www.emeraldinsight.com/loi/wjemsd","World Journal of Entrepreneurship, Management and Sustainable Development","978-1-78756-166-3","978-1-78756-165-6","Michael Schwartz, Howard Harris, Debra R. Comer","2018","","","Research in Ethical Issues in Organizations","1529-2096","Michael Schwartz and Howard Harris","Business, Management & Strategy","2042-5961","Business, Management & Strategy"
"Education","https://www.emeraldinsight.com/doi/book/10.1016/s1529-210x%282004%299","Volume 9 - Ethnographies of Educational and Cultural Conflicts: Strategies and Resolutions","978-0-7623-1112-5","978-1-84950-275-7","B. Jeffrey, G. Walford","2004","","","Studies in Educational Ethnography","1529-210X","Rodney Hopson","Education,","1175-8708","Education,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/9781787562790","Investment Behaviour: Towards an Individual-Centred Financial Policy in Developing Economies","978-1-78756-280-6","978-1-78756-279-0","Irina Farquhar, Kent Summers, Alan Sorkin","2018","Investment Behaviour explores the relationship between competing demographic factors, personal awareness and perceived attitudes to risk in shaping the behaviour of individual investors in the stock market. By so doing, the book facilitates the formulation of more individual-centered financial policy.","","Research in Human Capital and Development","0194-3960","Professor Irene Farquhar","Business, Management & Strategy","0306-8293","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/loi/jadee","Journal of Agribusiness in Developing and Emerging Economies","978-0-7623-1068-5","978-1-84950-246-7","J. Jay Choi, Takato Hiraki","2003","","","International Finance Review","1569-3767","Professor J. Jay Choi","Accounting, Finance & Economics","2044-0839","Accounting, Finance & Economics"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s2040-7246%282010%291","Volume 1 - Innovating Women: Contributions to Technological Advancement","978-0-85724-335-5","978-0-85724-336-2","Pooran Wynarczyk, Susan Marlow","2010","","","Contemporary Issues in Entrepreneurship Research","2040-7246","Paul Jones","Business, Management & Strategy","1077-5730","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3563%282011%2911","Volume 11 - Accounting in Asia","978-1-78052-444-3","978-1-78052-445-0","S. Susela Devi, Keith Hooper","2011","","","Research in Accounting in Emerging Economies","1479-3563","Professor Mathew Tsamenyi and Prof. Shahzad Uddin","Accounting, Finance & Economics","1012-8255","Accounting, Finance & Economics"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s1059-4337%282008%2943","Volume 43 - Special Issue Law and Literature Reconsidered","978-0-7623-1482-9","978-1-84950-561-1","Austin Sarat","2008","","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0190-1281%282004%2923","Volume 23 - Socioeconomic Aspects of Human Behavioral Ecology","978-0-7623-1082-1","978-1-84950-255-9","Michael Alvard","2004","","","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","","Sociology"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s2043-9059%282014%296","Volume 6 - Communicating Corporate Social Responsibility: Perspectives and Practice","978-1-78350-795-5","978-1-78350-796-2","Ralph Tench, William Sun, Brian Jones","2014","","Part I: Introduction;Part II: Communication in CSR: The Communicative Role, Strategy and Evaluation;Part III: CSR Discourses and Corporate Reporting;Part IV: CSR Online Communication and Social Media;Part V: The Role of Stakeholders in CSR Communication: Managers, Employees and Consumers","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","Public Policy & Environmental Management","0007-070X","Public Policy & Environmental Management"
"Tourism & Hospitality","https://www.emeraldinsight.com/loi/jhtt","Journal of Hospitality and Tourism Technology","978-1-78714-717-1","978-1-78714-716-4","Betteke Van Ruler, Iekje Smit, Øyvind Ihlen, Stefania Romenti","2017","","","Advances in Public Relations and Communication Management","2398-3914","Jafar Jafari","Tourism & Hospitality","1757-9880","Tourism & Hospitality"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/arla","Academia Revista Latinoamericana de Administración","","","","","","","","","","HR, Learning & Organization Studies,","1012-8255","HR, Learning & Organization Studies,"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1048-4736%282010%2921","Volume 21 - Spanning Boundaries and Disciplines: University Technology Commercialization in the Idea Age","978-0-85724-199-3","978-0-85724-200-6","Gary D. Libecap, Marie Thursby, Sherry Hoskinson","2010","","","Advances in the Study of Entrepreneurship, Innovation & Economic Growth","1048-4736","Sherry Hoskinson and Donald Kuratko","Business, Management & Strategy","2045-4457","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3512%282011%2922","Volume 22 - Achieving Global Convergence of Financial Reporting Standards: Implications from the South Pacific Region","978-1-78052-442-9","978-1-78052-443-6","Parmod Chand, Chris Patel","2011","","","Studies in Managerial and Financial Accounting","1479-3512","Dr Anne M. Farrell","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Information & Knowledge Management","https://www.emeraldinsight.com/doi/book/10.1108/s0065-2830201641","Volume 41 - Perspectives on Libraries as Institutions of Human Rights and Social Justice","978-1-78635-058-9","978-1-78635-057-2","Ursula Gorham, Natalie Greene Taylor, Paul T. Jaeger","2016","","Conceptualizing Libraries as Institutions of Human Rights and Social Justice;Library Services to Marginalized Populations;Human Rights and Social Justice Issues in LIS Professions;Human Rights and Social Justice Issues in LIS Education;Conclusion","Advances in Librarianship","0065-2830","Paul T. Jaeger","Library Studies,","1468-4527","Library Studies,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0163-2396201442","Volume 42 - Revisiting Symbolic Interaction in Music Studies and New Interpretive Works","978-1-78350-837-2","978-1-78350-838-9","Norman K. Denzin","2014","","Part I: Revisiting Symbolic Interaction in Music Studies;Part II: New Interpretive Works","Studies in Symbolic Interaction","0163-2396","Professor Norman Denzin","Sociology","1471-7794","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/9781787561571","The Thinking Strategist: Unleashing the Power of Strategic Management to Identify, Explore and Solve Problems","978-1-78756-158-8","978-1-78756-157-1","Alexander Kostyuk, Markus Stiglbauer, Dmitriy Govorun","2018","Organized in two parts, The Thinking Strategist presents a seven phase strategic management process, helps to clarify terms used by strategists and top leaders, provides theory and practices to empower readers to understand and meet expectations in a business capstone course and in industry, and assumes they are held accountable for results.","PART ONE: SETTING EXPECTATIONS;PART TWO: THE VAULT","Advances in International Management","1571-5027","Laszlo Tihany, Torben Pedersen and Timothy Devinney","HR, Learning & Organization Studies","1087-8572","HR, Learning & Organization Studies"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3687201728","Volume 28 - Crossroads of the Classroom: Narrative Intersections of Teacher Knowledge and Subject Matter","978-1-78635-797-7","978-1-78635-796-0","Vicki Ross, Elaine Chan, Dixie K. Keyes","2017","","","Advances in Research on Teaching","1479-3687","Dr Stefinee Pinnegar","Education","1065-0741","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/loi/caer","China Agricultural Economic Review","978-1-84950-768-4","978-1-84950-769-1","R. Mark Isaac, Douglas A. Norton","2010","","","Research in Experimental Economics","0193-2306","Professor R. Mark Isaac and Douglas A. Norton","Public Policy & Environmental Management","1756-137X","Public Policy & Environmental Management"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9781786359551","Transport Survey Quality and Innovation","978-0-08-044096-5","978-1-78635-955-1","P. Jones, Peter R. Stopher","2003","This overview of developments in transport survey methods from around the world emphasises survey quality and innovation. It contains selected papers from the International Conference on Transport Survey Quality and Innovation, held in the Kruger National Park, South Africa, during August 2001.","","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1529-2134%282012%2916","Volume 16 - The Spatial Market Process","978-1-78190-006-2","978-1-78190-007-9","David Emanuel Andersson","2012","","Part I: Foundations;Part II: Entrepreneurship and Space;Part III: Institutions and Spatial Order;Part IV: Markets, Investments, and Space","Advances in Austrian Economics","1529-2134","Daniel D’Amico; Adam Martin","Sociology","","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323%282009%2910","Volume 10 - Putting Teeth in the Tiger: Improving the Effectiveness of Arms Embargoes","978-1-84855-202-9","978-1-84855-203-6","Michael Brzoska, George A. Lopez","2009","","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","2050-8824","Public Policy & Environmental Management,"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s0895-9935201825","Volume 25 - Environment, Politics, and Society","978-1-78714-776-8","978-1-78714-775-1","Ram Alagan, Seela Aladuwaka","2018","","","Research in Political Sociology","0895-9935","William L. Waugh, Jr.","Sociology,","1745-9265","Sociology,"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1016/s0196-1152%282006%2913","Volume 13 - Long-Term Management of Contaminated Sites","978-0-7623-1319-8","978-1-84950-419-5","Thomas M. Leschine","2006","","Public Participation in Long-Term Management;Long-Term Management in Practice: Lessons from the Sites;Scientific and Technical Perspectives on Long-Term Management;The Lessons of History;The Challenges Ahead","Research in Social Problems and Public Policy","0196-1152","Professor Ted I. K. Youn.","Sociology,","1757-5818","Sociology,"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1016/s0742-7301%282003%2922","Volume 22 - Research in Personnel and Human Resources Management","978-0-7623-0959-7","978-1-84950-174-3","Debra A. Noumair, Abraham B. (Rami) Shani","2003","","","Research in Personnel and Human Resources Management","0742-7301","M. Ronald Buckley, Jonathon R. B. Halbesleben, Anthony R. Wheeler","HR, Learning & Organization Studies","0048-3486","HR, Learning & Organization Studies"
